url,title,date
https://www.metropoles.com/colunas/janela-indiscreta/apos-morte-de-maia-cnc-esvazia-poderes-do-atual-comando-da-fecomercio-df,Após morte de Maia CNC esvazia poderes do atual comando da Fecomércio-DF,22/02/2021 18:49:09
https://www.metropoles.com/distrito-federal/media-movel-de-mortes-por-covid-19-no-df-permanece-em-99,Média móvel de mortes por Covid-19 no DF permanece em 99,22/02/2021 18:47:09
https://www.metropoles.com/distrito-federal/paciente-do-df-vai-receber-r-43-mil-apos-erro-em-cirurgia-ortopedica,Paciente do DF vai receber R$ 43 mil após erro em cirurgia ortopédica,22/02/2021 18:26:46
https://www.metropoles.com/distrito-federal/df-tera-mais-doses-da-vacina-contra-a-covid-19-ate-marco-diz-saude,DF terá mais doses da vacina contra a Covid-19 até março diz Saúde,22/02/2021 17:33:55
https://www.metropoles.com/colunas/grande-angular/justica-da-72h-para-bolsonaro-se-manifestar-sobre-troca-na-petrobras,Justiça dá 72h para Bolsonaro se manifestar sobre troca na Petrobras,22/02/2021 17:07:16
https://www.metropoles.com/distrito-federal/mpdft-74-dos-passageiros-estao-insatisfeitos-com-preco-de-onibus,MPDFT: 74% dos passageiros estão insatisfeitos com preço de ônibus,22/02/2021 17:00:21
https://www.metropoles.com/distrito-federal/menina-atropelada-tem-falencia-multipla-de-orgaos-e-morre-no-df,Menina atropelada tem falência múltipla de órgãos e morre no DF,22/02/2021 16:57:17
https://www.metropoles.com/distrito-federal/subtenente-dos-bombeiros-e-preso-por-tentar-estuprar-garoto-no-df,Subtenente dos bombeiros é preso por tentar estuprar garoto no DF,22/02/2021 16:21:19
https://www.metropoles.com/colunas/janela-indiscreta/gdf-passara-gestao-de-marinas-do-lago-paranoa-para-iniciativa-privada,GDF passará gestão de marinas do Lago Paranoá para iniciativa privada,22/02/2021 16:00:51
https://www.metropoles.com/distrito-federal/educacao-df/escola-de-governo-do-df-abre-inscricoes-para-cursos-a-distancia,Escola de Governo do DF abre inscrições para cursos a distância,22/02/2021 15:30:10
https://www.metropoles.com/distrito-federal/homem-chega-bebado-em-casa-e-espanca-o-pai-de-80-anos-no-df,Homem chega bêbado em casa e espanca o pai de 80 anos no DF,22/02/2021 14:29:59
https://www.metropoles.com/distrito-federal/mpc-df-oferece-representacao-contra-o-zoo-por-ausencia-de-concurso,MPC-DF oferece representação contra o Zoo por ausência de concurso,22/02/2021 14:17:30
